gene,edge,net
K00386,5865,ko01100
K22208,5038,ko01100
K13818,5340,ko01100
K00072,5330,ko01100
K00501,5335,ko01100
K19965,5323,ko01100
K18592,1562,ko01100
K22596,1563,ko01100
K07160,682,ko01100
K22596,1564,ko01100
K07513,1552,ko01100
K22846,1538,ko01100
K10205,1529,ko01100
K12407,763,ko01100
K15779,762,ko01100
K00847,1517,ko01100
K06859,1516,ko01100
K22913,776,ko01100
K18081,777,ko01100
K21289,764,ko01100
K15909,765,ko01100
K23005,1509,ko01100
K03809,5251,ko01100
K03809,5239,ko01100
K01728,1484,ko01100
K19588,1245,ko01100
K00078,1478,ko01100
K22186,1480,ko01100
K18333,1463,ko01100
K01820,1472,ko01100
K18339,1314,ko01100
K19355,1459,ko01100
K00045,1453,ko01100
K02800,1454,ko01100
K17742,1442,ko01100
K19028,1441,ko01100
K02813,1436,ko01100
K02782,1162,ko01100
K19291,1433,ko01100
K01189,1418,ko01100
K07406,1420,ko01100
K07406,1416,ko01100
K07406,1415,ko01100
K10984,1408,ko01100
K02745,1410,ko01100
K20023,1395,ko01100
K01226,1384,ko01100
K00689,1382,ko01100
K19891,1380,ko01100
K05349,1378,ko01100
K00621,5539,ko01100
K20547,5533,ko01100
K13967,1374,ko01100
K05304,5536,ko01100
K02473,1362,ko01100
K22926,1363,ko01100
K13020,1364,ko01100
K15921,1348,ko01100
K00523,1334,ko01100
K19632,1337,ko01100
K16044,1327,ko01100
K16619,5594,ko01100
K10047,792,ko01100
K18118,1320,ko01100
K01913,1319,ko01100
K01913,1301,ko01100
K19266,1313,ko01100
K23257,1311,ko01100
K12972,1306,ko01100
K18881,1305,ko01100
K03777,1304,ko01100
K14067,1297,ko01100
K03780,1292,ko01100
K19281,1281,ko01100
K01625,1278,ko01100
K14085,5939,ko01100
K00170,1269,ko01100
K00167,1267,ko01100
K00167,1268,ko01100
K13919,1265,ko01100
K08325,1264,ko01100
K13921,1266,ko01100
K01035,1259,ko01100
K18382,1255,ko01100
K18224,1256,ko01100
K01040,1253,ko01100
K01825,1251,ko01100
K22881,1248,ko01100
K21318,1239,ko01100
K04072,1241,ko01100
K18291,1227,ko01100
K18289,1228,ko01100
K22003,1231,ko01100
K15779,1222,ko01100
K15779,1220,ko01100
K04480,1214,ko01100
K00201,1211,ko01100
K00195,1207,ko01100
K13812,1204,ko01100
K16176,1201,ko01100
K22082,1202,ko01100
K22085,1203,ko01100
K15228,1200,ko01100
K07811,6832,ko01100
K16178,1199,ko01100
K14083,1198,ko01100
K13831,628,ko01100
K01592,6053,ko01100
K00024,1185,ko01100
K06034,1186,ko01100
K16793,1176,ko01100
K16793,1177,ko01100
K16793,6824,ko01100
K16793,6825,ko01100
K11779,1169,ko01100
K11779,1170,ko01100
K24998,6783,ko01100
K24998,1173,ko01100
K14472,1166,ko01100
K19282,5733,ko01100
K24042,5320,ko01100
K14472,1163,ko01100
K18245,1158,ko01100
K00366,5919,ko01100
K15864,5909,ko01100
K02305,5910,ko01100
K20933,5913,ko01100
K00370,5927,ko01100
K15864,5908,ko01100
K02439,1154,ko01100
K11181,1153,ko01100
K16937,1151,ko01100
K08353,1150,ko01100
K17219,1149,ko01100
K16969,1140,ko01100
K00299,5879,ko01100
K07307,1142,ko01100
K21310,1143,ko01100
K16955,1139,ko01100
K01515,1138,ko01100
K01513,5779,ko01100
K01139,1093,ko01100
K01524,5781,ko01100
K07816,1096,ko01100
K13755,1094,ko01100
K05851,1095,ko01100
K01510,1088,ko01100
K18533,1086,ko01100
K02428,1085,ko01100
K04765,1083,ko01100
K13755,1080,ko01100
K05851,1081,ko01100
K18424,1079,ko01100
K18445,1077,ko01100
K00988,1078,ko01100
K19710,1076,ko01100
K08693,1074,ko01100
K08693,1075,ko01100
K08693,1073,ko01100
K08693,1072,ko01100
K15519,1064,ko01100
K01081,1065,ko01100
K00757,1063,ko01100
K04765,1062,ko01100
K04765,1060,ko01100
K16330,1054,ko01100
K16330,1055,ko01100
K08693,1052,ko01100
K08693,1053,ko01100
K08693,1050,ko01100
K08693,1051,ko01100
K00525,1049,ko01100
K03365,1037,ko01100
K08590,1019,ko01100
K01753,1017,ko01100
K24071,5875,ko01100
K24071,1016,ko01100
K10150,5901,ko01100
K00276,1004,ko01100
K00060,1002,ko01100
K01760,1000,ko01100
K01738,999,ko01100
K01752,990,ko01100
K14455,988,ko01100
K16846,987,ko01100
K01761,975,ko01100
K01825,972,ko01100
K18661,971,ko01100
K13524,970,ko01100
K15792,964,ko01100
K15792,965,ko01100
K18011,957,ko01100
K00276,953,ko01100
K07250,687,ko01100
K18011,939,ko01100
K01035,931,ko01100
K13821,926,ko01100
K13241,924,ko01100
K13241,925,ko01100
K10793,920,ko01100
K21060,913,ko01100
K05604,911,ko01100
K13821,908,ko01100
K11142,906,ko01100
K13367,905,ko01100
K14085,900,ko01100
K18911,893,ko01100
K18913,6030,ko01100
K22437,890,ko01100
K14755,888,ko01100
K18606,883,ko01100
K10219,869,ko01100
K00276,870,ko01100
K00146,871,ko01100
K00484,872,ko01100
K00484,6061,ko01100
K22427,857,ko01100
K00276,858,ko01100
K03782,856,ko01100
K02614,830,ko01100
K18362,853,ko01100
K18362,854,ko01100
K18356,852,ko01100
K15866,848,ko01100
K02610,37,ko01100
K00824,845,ko01100
K18606,843,ko01100
K05709,832,ko01100
K16902,825,ko01100
K14263,824,ko01100
K14263,6129,ko01100
K00838,6127,ko01100
K11813,6122,ko01100
K00274,816,ko01100
K21801,6111,ko01100
K20807,810,ko01100
K03782,799,ko01100
K20204,801,ko01100
K05358,6152,ko01100
K15652,758,ko01100
K14170,752,ko01100
K00316,744,ko01100
K14085,742,ko01100
K12904,738,ko01100
K05780,732,ko01100
K22392,730,ko01100
K05915,728,ko01100
K03341,718,ko01100
K01760,720,ko01100
K24042,721,ko01100
K01761,722,ko01100
K00816,45,ko01100
K01188,707,ko01100
K00495,711,ko01100
K20802,713,ko01100
K13032,714,ko01100
K01188,715,ko01100
K14984,694,ko01100
K14984,695,ko01100
K14984,696,ko01100
K13033,699,ko01100
K01188,700,ko01100
K10815,690,ko01100
K17899,678,ko01100
K14188,676,ko01100
K05360,675,ko01100
K23790,671,ko01100
K18592,672,ko01100
K01256,673,ko01100
K11186,667,ko01100
K05709,659,ko01100
K13290,654,ko01100
K00827,652,ko01100
K18292,650,ko01100
K25007,645,ko01100
K00197,646,ko01100
K16793,634,ko01100
K16793,6241,ko01100
K16793,6829,ko01100
K00865,629,ko01100
K13812,626,ko01100
K01624,624,ko01100
K23083,593,ko01100
K19819,585,ko01100
K19186,588,ko01100
K19819,591,ko01100
K20172,579,ko01100
K20169,582,ko01100
K18276,576,ko01100
K18030,572,ko01100
K21611,563,ko01100
K18534,553,ko01100
K12639,542,ko01100
K12638,545,ko01100
K12639,546,ko01100
K12639,547,ko01100
K24555,533,ko01100
K15990,534,ko01100
K24563,531,ko01100
K15997,528,ko01100
K16001,511,ko01100
K16001,26,ko01100
K16005,513,ko01100
K16005,515,ko01100
K24567,495,ko01100
K24567,148,ko01100
K21175,485,ko01100
K21185,483,ko01100
K21185,484,ko01100
K21185,464,ko01100
K05552,114,ko01100
K05552,115,ko01100
K05552,116,ko01100
K05552,438,ko01100
K14626,435,ko01100
K14629,436,ko01100
K21297,421,ko01100
K15962,402,ko01100
K23144,380,ko01100
K23987,382,ko01100
K23987,383,ko01100
K19855,378,ko01100
K21328,369,ko01100
K16436,371,ko01100
K13326,372,ko01100
K16438,367,ko01100
K12570,347,ko01100
K18319,335,ko01100
K18583,333,ko01100
K18582,331,ko01100
K18562,332,ko01100
K19103,325,ko01100
K19887,279,ko01100
K20086,272,ko01100
K20078,264,ko01100
K20088,259,ko01100
K21781,237,ko01100
K14245,195,ko01100
K15761,191,ko01100
K16303,185,ko01100
K18293,188,ko01100
K16268,177,ko01100
K16268,6650,ko01100
K16243,181,ko01100
K16243,179,ko01100
K05600,175,ko01100
K15750,168,ko01100
K19067,156,ko01100
K00449,161,ko01100
K01825,50,ko01100
K18243,154,ko01100
K18252,151,ko01100
K04101,141,ko01100
K16515,140,ko01100
K07758,119,ko01100
K12704,122,ko01100
K16878,111,ko01100
K24438,104,ko01100
K05277,79,ko01100
K00197,28,ko01100
K11539,23,ko01100
K22541,24,ko01100
K12357,6909,ko01100
K01080,6930,ko01100
K18826,6932,ko01100
K18826,6933,ko01100
K18826,6934,ko01100
K00149,6938,ko01100
K13645,6940,ko01100
K13646,6941,ko01100
K23763,6925,ko01100
K23735,6926,ko01100
K09711,6922,ko01100
K10105,6923,ko01100
K23862,6965,ko01100
K23976,6964,ko01100
K20982,7033,ko01100
K13367,7103,ko01100
K19652,7153,ko01100
K24252,7132,ko01100
K24311,7120,ko01100
K08681,7114,ko01100
K21292,7201,ko01100
K21292,7202,ko01100
K12917,7203,ko01100
K12917,7204,ko01100
K24565,7242,ko01100
K24559,7239,ko01100
K24530,7233,ko01100
K22699,7251,ko01100
K20810,7255,ko01100
K18534,7269,ko01100
K24438,7278,ko01100
K05287,7289,ko01100
K12407,7314,ko01100
K00524,7310,ko01100
K08243,7317,ko01100
K13998,7355,ko01100
K25262,7352,ko01100
K03378,7351,ko01100
K23158,7344,ko01100
K00062,7376,ko01100
K05290,manualedge_00124,ko01100
K15230,6235,ko01100
K16370,4377,ko01100
K01622,2007,ko01100
K00134,5689,ko01100
K01837,2972,ko01100
K01007,3083,ko01100
K00162,1556,ko01100
K11395,2005,ko01100
K13810,4158,ko01100
K06859,3085,ko01100
K15779,4038,ko01100
K00594,2035,ko01100
K00875,1984,ko01100
K12447,1925,ko01100
K16850,2026,ko01100
K20812,2029,ko01100
K05343,2976,ko01100
K21574,1923,ko01100
K21574,1924,ko01100
K22268,2034,ko01100
K04042,1977,ko01100
K12409,2039,ko01100
K02769,1452,ko01100
K01622,2978,ko01100
K02794,2045,ko01100
K16011,4129,ko01100
K16881,2046,ko01100
K16011,134,ko01100
K18649,782,ko01100
K24221,785,ko01100
K24221,780,ko01100
K05858,779,ko01100
K01099,767,ko01100
K19801,766,ko01100
K15919,2055,ko01100
K22223,2984,ko01100
K15919,2983,ko01100
K01610,3007,ko01100
K01573,3008,ko01100
K18602,2058,ko01100
K15018,2059,ko01100
K17489,2967,ko01100
K01782,2061,ko01100
K19745,2985,ko01100
K01026,4614,ko01100
K11263,5643,ko01100
K01849,2062,ko01100
K19709,2986,ko01100
K00434,3726,ko01100
K08324,2079,ko01100
K14268,1797,ko01100
K00260,4046,ko01100
K01424,2182,ko01100
K17989,4482,ko01100
K22305,2145,ko01100
K12525,2082,ko01100
K12525,2083,ko01100
K02203,2084,ko01100
K00283,2974,ko01100
K00548,2202,ko01100
K08969,2196,ko01100
K17399,2123,ko01100
K19726,2105,ko01100
K00811,2107,ko01100
K00816,4068,ko01100
K17450,2108,ko01100
K00838,2204,ko01100
K14157,5946,ko01100
K00382,2120,ko01100
K00811,2122,ko01100
K13821,6001,ko01100
K13241,2129,ko01100
K14152,2134,ko01100
K14152,2135,ko01100
K01663,2137,ko01100
K04486,2138,ko01100
K13990,2197,ko01100
K13853,2141,ko01100
K13829,2143,ko01100
K13832,2144,ko01100
K13830,2216,ko01100
K13829,2146,ko01100
K24018,2147,ko01100
K01657,2148,ko01100
K13498,2150,ko01100
K01609,2151,ko01100
K14187,2152,ko01100
K14170,2229,ko01100
K00811,2153,ko01100
K00220,2154,ko01100
K00811,3044,ko01100
K15226,3043,ko01100
K00501,2173,ko01100
K13952,2164,ko01100
K13371,2168,ko01100
K16165,2075,ko01100
K07130,4250,ko01100
K14264,821,ko01100
K00838,1956,ko01100
K00149,2180,ko01100
K13066,6134,ko01100
K00149,2181,ko01100
K00618,2991,ko01100
K22478,2185,ko01100
K01438,4934,ko01100
K01585,2193,ko01100
K00149,5995,ko01100
K11258,2205,ko01100
K00263,2208,ko01100
K11258,2209,ko01100
K00835,2214,ko01100
K07508,2218,ko01100
K08683,3006,ko01100
K01782,2219,ko01100
K11410,2220,ko01100
K11381,5929,ko01100
K00255,2234,ko01100
K01825,2235,ko01100
K10527,2236,ko01100
K00255,2237,ko01100
K01825,2238,ko01100
K10527,2239,ko01100
K07508,2240,ko01100
K00255,2242,ko01100
K01825,2243,ko01100
K10527,2244,ko01100
K07508,2245,ko01100
K00255,2247,ko01100
K01825,2248,ko01100
K10527,2249,ko01100
K07508,2250,ko01100
K00255,2252,ko01100
K01825,2253,ko01100
K10527,2254,ko01100
K07509,2255,ko01100
K00249,2257,ko01100
K01825,2258,ko01100
K10527,2259,ko01100
K07508,2260,ko01100
K00249,2262,ko01100
K01825,2263,ko01100
K10527,2264,ko01100
K07508,2970,ko01100
K11533,2265,ko01100
K11533,2266,ko01100
K11533,2267,ko01100
K11533,2268,ko01100
K11533,2270,ko01100
K11533,2271,ko01100
K11533,2272,ko01100
K11533,2273,ko01100
K11533,2275,ko01100
K11533,2276,ko01100
K11533,2277,ko01100
K11533,2278,ko01100
K11533,2280,ko01100
K11533,2281,ko01100
K11533,2282,ko01100
K11533,2283,ko01100
K11533,2285,ko01100
K11533,2286,ko01100
K11533,2287,ko01100
K11533,2288,ko01100
K11533,2290,ko01100
K11533,2291,ko01100
K11533,2292,ko01100
K11533,2293,ko01100
K11533,2295,ko01100
K11533,2296,ko01100
K11533,2297,ko01100
K11533,2298,ko01100
K01074,2301,ko01100
K11533,1446,ko01100
K11533,22,ko01100
K02588,5914,ko01100
K01086,2401,ko01100
K11645,2402,ko01100
K11532,2404,ko01100
K00134,2405,ko01100
K00024,5622,ko01100
K16159,2415,ko01100
K16254,2416,ko01100
K17068,2417,ko01100
K22515,2418,ko01100
K00956,3066,ko01100
K05907,2420,ko01100
K00392,4063,ko01100
K10150,4331,ko01100
K11788,4161,ko01100
K11175,4159,ko01100
K23264,4160,ko01100
K11788,5480,ko01100
K13713,1133,ko01100
K06863,5481,ko01100
K24242,5367,ko01100
K09913,5368,ko01100
K19836,5369,ko01100
K24242,5372,ko01100
K06966,5373,ko01100
K18533,5374,ko01100
K00526,5362,ko01100
K12406,1127,ko01100
K21636,5351,ko01100
K12406,1128,ko01100
K24242,5375,ko01100
K09913,5376,ko01100
K13479,1124,ko01100
K24242,5349,ko01100
K09913,5350,ko01100
K15780,1122,ko01100
K14641,1118,ko01100
K12406,1117,ko01100
K00526,5377,ko01100
K12406,1116,ko01100
K21636,5378,ko01100
K13479,1107,ko01100
K16839,1106,ko01100
K19964,5379,ko01100
K16838,2424,ko01100
K01954,2992,ko01100
K00609,977,ko01100
K17828,2427,ko01100
K09903,2428,ko01100
K01510,2429,ko01100
K01510,2431,ko01100
K00945,2432,ko01100
K22026,2433,ko01100
K19970,2434,ko01100
K01240,2436,ko01100
K10213,2438,ko01100
K17723,4496,ko01100
K21636,2439,ko01100
K00526,2440,ko01100
K14641,1071,ko01100
K01510,2443,ko01100
K01919,1995,ko01100
K11140,1011,ko01100
K05597,2459,ko01100
K07255,6166,ko01100
K00823,984,ko01100
K14755,2471,ko01100
K10207,2376,ko01100
K13368,2380,ko01100
K01096,2965,ko01100
K13523,2477,ko01100
K13507,2478,ko01100
K17717,2585,ko01100
K06124,2487,ko01100
K00551,2587,ko01100
K00551,2488,ko01100
K00570,2489,ko01100
K00901,1867,ko01100
K17717,139,ko01100
K16816,4328,ko01100
K19003,2494,ko01100
K13519,2500,ko01100
K16342,2501,ko01100
K16342,2505,ko01100
K01114,2507,ko01100
K24621,2510,ko01100
K12350,2512,ko01100
K12349,2515,ko01100
K04716,2963,ko01100
K07413,2522,ko01100
K07413,2523,ko01100
K07413,2525,ko01100
K07413,2527,ko01100
K17726,2529,ko01100
K07422,2557,ko01100
K15730,2536,ko01100
K19246,2537,ko01100
K17718,2538,ko01100
K17718,2540,ko01100
K00084,2544,ko01100
K16343,2556,ko01100
K07415,2960,ko01100
K07415,2560,ko01100
K16343,2474,ko01100
K16343,2473,ko01100
K00804,2594,ko01100
K00804,2613,ko01100
K13787,2002,ko01100
K12667,2660,ko01100
K07968,2668,ko01100
K09663,5112,ko01100
K03419,2683,ko01100
K13500,5120,ko01100
K03859,2711,ko01100
K17108,2712,ko01100
K03877,2721,ko01100
K12309,2714,ko01100
K07968,2715,ko01100
K07634,1492,ko01100
K07634,5149,ko01100
K07634,1493,ko01100
K07971,1494,ko01100
K07969,2718,ko01100
K07406,2723,ko01100
K03375,2750,ko01100
K09659,1429,ko01100
K04073,3002,ko01100
K18087,2762,ko01100
K05784,2773,ko01100
K05784,2778,ko01100
K16244,176,ko01100
K16244,2780,ko01100
K15762,2782,ko01100
K05784,2789,ko01100
K18089,2804,ko01100
K00001,2811,ko01100
K00001,2815,ko01100
K20458,2821,ko01100
K00114,2824,ko01100
K22355,2831,ko01100
K18089,2838,ko01100
K05784,4627,ko01100
K14578,2858,ko01100
K14578,4635,ko01100
K14750,2861,ko01100
K17049,2862,ko01100
K22715,2863,ko01100
K22715,2865,ko01100
K14578,2870,ko01100
K15753,1981,ko01100
K04109,2880,ko01100
K04114,2881,ko01100
K01782,54,ko01100
K07514,55,ko01100
K05784,1896,ko01100
K05784,1952,ko01100
K05784,4636,ko01100
K20861,5390,ko01100
K11753,5392,ko01100
K11753,5393,ko01100
K00275,2912,ko01100
K13248,2914,ko01100
K13248,2917,ko01100
K06211,2576,ko01100
K01242,2578,ko01100
K00324,2581,ko01100
K09680,2921,ko01100
K02201,2946,ko01100
K09735,2923,ko01100
K19563,2925,ko01100
K03524,2927,ko01100
K03524,2928,ko01100
K00202,4339,ko01100
K00300,4343,ko01100
K00442,4336,ko01100
K00399,4333,ko01100
K22391,5352,ko01100
K22391,5394,ko01100
K22391,5395,ko01100
K22391,5396,ko01100
K01633,5398,ko01100
K00950,5399,ko01100
K20457,5400,ko01100
K19643,5401,ko01100
K19643,5402,ko01100
K19643,5403,ko01100
K13941,5404,ko01100
K13941,5386,ko01100
K11175,5412,ko01100
K01500,5413,ko01100
K00300,5414,ko01100
K00297,5406,ko01100
K03465,5411,ko01100
K13952,4389,ko01100
K13543,1029,ko01100
K08973,2931,ko01100
K03405,2933,ko01100
K04036,2936,ko01100
K04038,2937,ko01100
K02303,2939,ko01100
K24866,4204,ko01100
K03794,4205,ko01100
K13541,4195,ko01100
K09883,4202,ko01100
K08260,2941,ko01100
K02361,6042,ko01100
K14042,4705,ko01100
K21926,2591,ko01100
K02293,2619,ko01100
K00514,2620,ko01100
K00514,2621,ko01100
K14605,2622,ko01100
K14605,2627,ko01100
K03782,1745,ko01100
K03782,4440,ko01100
K03782,4444,ko01100
K23180,4409,ko01100
K21723,5363,ko01100
K00106,70,ko01100
K18289,2065,ko01100
K18933,985,ko01100
K22015,1280,ko01100
K00303,5768,ko01100
K13042,2232,ko01100
K00811,2233,ko01100
K01962,1450,ko01100
K07508,1448,ko01100
K16816,2588,ko01100
K17744,2070,ko01100
K03787,2452,ko01100
K08728,2453,ko01100
K17723,2454,ko01100
K00149,4781,ko01100
K06116,2999,ko01100
K01833,1972,ko01100
K24257,2038,ko01100
K18649,793,ko01100
K01244,2195,ko01100
K00024,4357,ko01100
K01677,4366,ko01100
K00241,5633,ko01100
K01899,4364,ko01100
K00382,4365,ko01100
K01500,1965,ko01100
K00300,1966,ko01100
K03783,5360,ko01100
K18533,5415,ko01100
K24242,1129,ko01100
K24242,5418,ko01100
K19836,5359,ko01100
K00945,3037,ko01100
K01429,3057,ko01100
K02435,3064,ko01100
K18978,5690,ko01100
K00149,3068,ko01100
K13952,3069,ko01100
K00090,3074,ko01100
K00115,3075,ko01100
K22969,3076,ko01100
K18021,3078,ko01100
K13810,3084,ko01100
K00188,1783,ko01100
K00188,1784,ko01100
K11175,5476,ko01100
K14272,4483,ko01100
K18081,770,ko01100
K13366,1688,ko01100
K06001,1026,ko01100
K12316,1914,ko01100
K17690,4139,ko01100
K13369,4140,ko01100
K18097,1911,ko01100
K05879,1912,ko01100
K12349,4146,ko01100
K00022,1906,ko01100
K01782,1908,ko01100
K11410,1909,ko01100
K11381,5932,ko01100
K06001,1899,ko01100
K01905,4178,ko01100
K22011,4206,ko01100
K14155,4256,ko01100
K00625,1554,ko01100
K07967,1877,ko01100
K12112,1878,ko01100
K23265,683,ko01100
K00860,1872,ko01100
K22482,4352,ko01100
K22394,1856,ko01100
K16793,4472,ko01100
K14468,4502,ko01100
K22337,5122,ko01100
K22934,4506,ko01100
K02775,1819,ko01100
K16371,1817,ko01100
K21071,1823,ko01100
K01196,5105,ko01100
K17755,1811,ko01100
K11440,1812,ko01100
K03475,1808,ko01100
K19560,1804,ko01100
K18119,1795,ko01100
K18120,1796,ko01100
K18861,1794,ko01100
K18077,4593,ko01100
K17224,4598,ko01100
K04019,1785,ko01100
K14592,1779,ko01100
K14153,1754,ko01100
K14153,1755,ko01100
K06949,1757,ko01100
K23458,1759,ko01100
K14153,1762,ko01100
K14153,1766,ko01100
K12665,1715,ko01100
K06211,4758,ko01100
K12256,1686,ko01100
K00149,1692,ko01100
K00283,1685,ko01100
K13381,1678,ko01100
K13062,6008,ko01100
K01919,1670,ko01100
K19697,1668,ko01100
K15024,1666,ko01100
K19746,1664,ko01100
K05350,4977,ko01100
K05350,4979,ko01100
K05343,1634,ko01100
K16150,5104,ko01100
K20896,1626,ko01100
K03638,5507,ko01100
K21681,1618,ko01100
K21681,63,ko01100
K22227,1594,ko01100
K04032,1588,ko01100
K21480,1582,ko01100
K23825,1583,ko01100
K12316,1579,ko01100
K22393,5342,ko01100
K22394,5343,ko01100
K00387,5865,ko01100
K00502,5335,ko01100
K23123,682,ko01100
K10248,1529,ko01100
K00845,763,ko01100
K15778,762,ko01100
K13810,1516,ko01100
K18082,777,ko01100
K01110,764,ko01100
K19267,5251,ko01100
K19267,5239,ko01100
K19551,1484,ko01100
K22187,1245,ko01100
K14273,1478,ko01100
K22396,1480,ko01100
K19270,1454,ko01100
K19633,1442,ko01100
K19029,1441,ko01100
K02814,1436,ko01100
K02783,1162,ko01100
K07406,1418,ko01100
K07407,1420,ko01100
K07407,1416,ko01100
K07407,1415,ko01100
K10985,1408,ko01100
K02746,1410,ko01100
K19892,1380,ko01100
K05350,1378,ko01100
K13381,5533,ko01100
K01639,5536,ko01100
K02474,1363,ko01100
K20844,1348,ko01100
K22230,1327,ko01100
K01771,5594,ko01100
K18649,792,ko01100
K01026,1320,ko01100
K00005,1311,ko01100
K00090,1306,ko01100
K22211,1305,ko01100
K21836,1304,ko01100
K14451,1297,ko01100
K00149,5939,ko01100
K00171,1269,ko01100
K11381,1267,ko01100
K11381,1268,ko01100
K13920,1265,ko01100
K19709,1259,ko01100
K18369,1255,ko01100
K18226,1256,ko01100
K21319,1239,ko01100
K04073,1241,ko01100
K01902,1228,ko01100
K22199,1222,ko01100
K22199,1220,ko01100
K14081,1214,ko01100
K00202,1211,ko01100
K00196,1207,ko01100
K16177,1201,ko01100
K22083,1202,ko01100
K22086,1203,ko01100
K15229,1200,ko01100
K03532,6832,ko01100
K16179,1199,ko01100
K14084,1198,ko01100
K22330,6053,ko01100
K00025,1185,ko01100
K24393,1186,ko01100
K25221,5320,ko01100
K18246,1158,ko01100
K00362,5919,ko01100
K15877,5910,ko01100
K20934,5913,ko01100
K00371,5927,ko01100
K10944,5908,ko01100
K05908,1151,ko01100
K08354,1150,ko01100
K17220,1149,ko01100
K15762,1140,ko01100
K07308,1142,ko01100
K13987,1138,ko01100
K04765,5779,ko01100
K01139,1096,ko01100
K18283,1094,ko01100
K05873,1095,ko01100
K14641,1088,ko01100
K01510,1086,ko01100
K18283,1080,ko01100
K05873,1081,ko01100
K19710,1078,ko01100
K09769,1075,ko01100
K09769,1072,ko01100
K01081,1064,ko01100
K19970,1065,ko01100
K03783,1063,ko01100
K09769,1053,ko01100
K09769,1051,ko01100
K00526,1049,ko01100
K14155,1000,ko01100
K00811,988,ko01100
K01782,972,ko01100
K18662,971,ko01100
K07250,970,ko01100
K01798,965,ko01100
K13242,924,ko01100
K13242,925,ko01100
K10794,920,ko01100
K22549,913,ko01100
K14755,911,ko01100
K00149,900,ko01100
K13574,883,ko01100
K13371,870,ko01100
K23492,872,ko01100
K16901,6061,ko01100
K13371,858,ko01100
K18363,853,ko01100
K18363,854,ko01100
K18357,852,ko01100
K02611,37,ko01100
K13574,843,ko01100
K05710,832,ko01100
K07130,824,ko01100
K07130,6129,ko01100
K05887,6152,ko01100
K01713,752,ko01100
K00149,742,ko01100
K06165,732,ko01100
K14155,720,ko01100
K00549,721,ko01100
K05349,707,ko01100
K01188,714,ko01100
K05349,715,ko01100
K05349,700,ko01100
K10816,690,ko01100
K05361,675,ko01100
K04097,671,ko01100
K11142,673,ko01100
K11207,667,ko01100
K05710,659,ko01100
K00830,652,ko01100
K25008,645,ko01100
K00194,646,ko01100
K13831,626,ko01100
K11645,624,ko01100
K19820,585,ko01100
K19187,588,ko01100
K19820,591,ko01100
K20445,572,ko01100
K24556,533,ko01100
K24564,531,ko01100
K16002,511,ko01100
K16002,26,ko01100
K24568,495,ko01100
K24568,148,ko01100
K13063,485,ko01100
K05553,114,ko01100
K05553,115,ko01100
K05553,116,ko01100
K05553,438,ko01100
K14627,435,ko01100
K20428,369,ko01100
K05375,325,ko01100
K14246,195,ko01100
K15762,191,ko01100
K16304,185,ko01100
K18089,177,ko01100
K18089,6650,ko01100
K16244,181,ko01100
K16244,179,ko01100
K11311,175,ko01100
K18087,168,ko01100
K07516,50,ko01100
K14578,154,ko01100
K18253,151,ko01100
K13248,119,ko01100
K16879,111,ko01100
K24857,104,ko01100
K00194,28,ko01100
K13370,23,ko01100
K23550,6909,ko01100
K04716,6930,ko01100
K09186,6932,ko01100
K09186,6933,ko01100
K09186,6934,ko01100
K14085,6938,ko01100
K13647,6940,ko01100
K10105,6925,ko01100
K23734,6926,ko01100
K24689,6922,ko01100
K24566,7242,ko01100
K24560,7239,ko01100
K24857,7278,ko01100
K00845,7314,ko01100
K21636,7310,ko01100
K00063,7376,ko01100
K05291,manualedge_00124,ko01100
K15231,6235,ko01100
K21071,4377,ko01100
K11645,2007,ko01100
K15633,2972,ko01100
K01006,3083,ko01100
K00627,1556,ko01100
K15916,4158,ko01100
K13810,3085,ko01100
K22935,1984,ko01100
K01513,1925,ko01100
K01177,2976,ko01100
K01203,1923,ko01100
K02770,1452,ko01100
K11645,2978,ko01100
K02795,2045,ko01100
K17497,2046,ko01100
K16881,134,ko01100
K19517,782,ko01100
K00913,785,ko01100
K05859,779,ko01100
K20278,767,ko01100
K21797,766,ko01100
K18121,2055,ko01100
K18121,2983,ko01100
K20370,3007,ko01100
K01003,3008,ko01100
K23146,2058,ko01100
K18594,2059,ko01100
K17490,2967,ko01100
K07515,2061,ko01100
K20143,2985,ko01100
K01905,4614,ko01100
K18472,5643,ko01100
K23756,2986,ko01100
K17761,2079,ko01100
K00823,1797,ko01100
K15371,4046,ko01100
K13051,2182,ko01100
K23370,2145,ko01100
K12526,2082,ko01100
K24042,2202,ko01100
K23977,2196,ko01100
K17462,2123,ko01100
K00812,2107,ko01100
K01760,4068,ko01100
K00812,2122,ko01100
K13242,2129,ko01100
K18649,2138,ko01100
K13830,2144,ko01100
K05358,2216,ko01100
K01658,2148,ko01100
K24017,2150,ko01100
K13498,2151,ko01100
K04093,2152,ko01100
K05359,2229,ko01100
K00812,2153,ko01100
K24018,2154,ko01100
K00812,3044,ko01100
K15227,3043,ko01100
K24287,2173,ko01100
K13953,2164,ko01100
K13372,2168,ko01100
K16903,1956,ko01100
K11817,2180,ko01100
K00157,2181,ko01100
K11067,2991,ko01100
K02626,2193,ko01100
K14260,2214,ko01100
K07509,2218,ko01100
K01825,3006,ko01100
K07515,2219,ko01100
K09478,2220,ko01100
K06445,2234,ko01100
K01782,2235,ko01100
K01782,2236,ko01100
K06445,2237,ko01100
K01782,2238,ko01100
