gene,edge,net
K00156,1302,ko01100
K07248,1300,ko01100
"NA",1206,ko01100
K00048,1298,ko01100
K08692,1297,ko01100
K03779,1292,ko01100
"NA",1293,ko01100
"NA",1294,ko01100
"NA",1290,ko01100
K07246,1295,ko01100
"NA",1296,ko01100
"NA",1291,ko01100
K00023,1286,ko01100
K14446,940,ko01100
K05606,1287,ko01100
K14447,1288,ko01100
K14448,1289,ko01100
K19280,1285,ko01100
K14449,1284,ko01100
K08691,1281,ko01100
K17865,1283,ko01100
"NA",1279,ko01100
K18123,1278,ko01100
"NA",1277,ko01100
K00128,5939,ko01100
"NA",1276,ko01100
K01659,1272,ko01100
K01720,1273,ko01100
K01682,1274,ko01100
K03417,1275,ko01100
K20455,1270,ko01100
K09788,1271,ko01100
K00169,1269,ko01100
K09699,656,ko01100
K00166,1267,ko01100
K00166,1268,ko01100
K01699,1265,ko01100
K00252,2119,ko01100
K00048,1262,ko01100
K18471,1264,ko01100
K00005,1263,ko01100
K00086,1266,ko01100
K01734,1261,ko01100
"NA",1260,ko01100
K01034,1259,ko01100
K18372,1257,ko01100
K18371,1258,ko01100
K23259,1255,ko01100
K18223,1256,ko01100
K00109,1252,ko01100
K01039,1253,ko01100
"NA",1254,ko01100
K01615,1247,ko01100
K01782,1251,ko01100
K03821,1248,ko01100
K05973,1249,ko01100
K07518,1250,ko01100
"NA",1242,ko01100
K21317,1239,ko01100
K00100,1240,ko01100
K00132,1241,ko01100
K01799,1237,ko01100
"NA",1238,ko01100
K07246,1236,ko01100
K14534,1235,ko01100
K17829,1234,ko01100
"NA",1233,ko01100
"NA",1232,ko01100
K18290,1227,ko01100
K18288,1228,ko01100
K17724,1230,ko01100
K22004,1229,ko01100
K22002,1231,ko01100
K22005,1226,ko01100
K10218,1225,ko01100
"NA",1024,ko01100
K01785,5676,ko01100
K01839,1222,ko01100
"NA",1223,ko01100
K05774,1224,ko01100
K00852,1221,ko01100
K01619,1219,ko01100
K01839,1220,ko01100
K00852,5686,ko01100
K14080,1214,ko01100
K00600,1212,ko01100
K00200,1211,ko01100
K03396,1208,ko01100
K00121,1209,ko01100
K01070,1210,ko01100
K00192,1207,ko01100
K10713,1204,ko01100
K14082,1201,ko01100
K22081,1202,ko01100
K22084,1203,ko01100
K08685,1200,ko01100
K00317,1196,ko01100
K00317,1197,ko01100
K18277,6832,ko01100
K14082,1199,ko01100
K14082,1198,ko01100
"NA",6833,ko01100
K08094,628,ko01100
K09733,1188,ko01100
K19793,1189,ko01100
K07144,1190,ko01100
K22329,6053,ko01100
K06914,1191,ko01100
K07072,1192,ko01100
K08097,1183,ko01100
K05979,1184,ko01100
K05884,1185,ko01100
K13039,1186,ko01100
"NA",1187,ko01100
K16792,1176,ko01100
K16792,1177,ko01100
K10978,1178,ko01100
K16792,6824,ko01100
K16792,6825,ko01100
K10978,6826,ko01100
"NA",1179,ko01100
"NA",1180,ko01100
"NA",1181,ko01100
"NA",1182,ko01100
K11781,1169,ko01100
K11780,1170,ko01100
K11212,1171,ko01100
K12234,6783,ko01100
K12234,1173,ko01100
K14940,1174,ko01100
K14941,1175,ko01100
K11214,1167,ko01100
K14471,1166,ko01100
K08691,5733,ko01100
K00548,5320,ko01100
K09709,1165,ko01100
K14470,1164,ko01100
K14471,1163,ko01100
"NA",1157,ko01100
K00926,5921,ko01100
K01725,5739,ko01100
K01672,1158,ko01100
K17877,5919,ko01100
K00368,5909,ko01100
K04561,5910,ko01100
K00376,5911,ko01100
K20935,5912,ko01100
K20932,5913,ko01100
K00367,5927,ko01100
K10535,5907,ko01100
K05601,5908,ko01100
K01455,5924,ko01100
K01501,1156,ko01100
"NA",1155,ko01100
K01011,1154,ko01100
"NA",1152,ko01100
K11180,1153,ko01100
K16936,1151,ko01100
K08352,1150,ko01100
K17217,6068,ko01100
K16952,1149,ko01100
K17725,5892,ko01100
K22470,5894,ko01100
K16968,1140,ko01100
K17228,5879,ko01100
"NA",1141,ko01100
K07306,1142,ko01100
K16967,1143,ko01100
K17285,1144,ko01100
K16953,36,ko01100
K17486,1145,ko01100
K20034,1146,ko01100
K20035,1147,ko01100
K20036,1148,ko01100
K16954,1139,ko01100
K18447,1137,ko01100
K13988,1138,ko01100
"NA",1136,ko01100
K00759,1131,ko01100
K02083,1113,ko01100
K14977,1114,ko01100
K00839,5767,ko01100
"NA",1108,ko01100
"NA",1109,ko01100
"NA",1110,ko01100
"NA",1111,ko01100
"NA",1112,ko01100
"NA",980,ko01100
K00073,5774,ko01100
K22601,1102,ko01100
K22602,1104,ko01100
"NA",1100,ko01100
K16841,1101,ko01100
"NA",1099,ko01100
K01129,1098,ko01100
K01519,1097,ko01100
K01519,5779,ko01100
K21138,1093,ko01100
K01514,5781,ko01100
K00951,1096,ko01100
K01120,1094,ko01100
K01768,1095,ko01100
K01518,1091,ko01100
K00364,1090,ko01100
K16855,1088,ko01100
K00940,1086,ko01100
K01519,1089,ko01100
"NA",1087,ko01100
K01518,1084,ko01100
K01519,1085,ko01100
K01513,1083,ko01100
K01120,1080,ko01100
K01768,1081,ko01100
"NA",1082,ko01100
K01522,1079,ko01100
K01518,1077,ko01100
K01525,1078,ko01100
K00988,1076,ko01100
K01119,1074,ko01100
K01119,1075,ko01100
K01119,1073,ko01100
K01119,1072,ko01100
K00893,1064,ko01100
K00857,1065,ko01100
K01489,1066,ko01100
K00756,1063,ko01100
K01513,1062,ko01100
K06966,1061,ko01100
K01513,1060,ko01100
"NA",1059,ko01100
K09020,1056,ko01100
"NA",1057,ko01100
K19794,1058,ko01100
K19795,39,ko01100
K16329,1054,ko01100
K16328,1055,ko01100
K01119,1052,ko01100
K01119,1053,ko01100
K01119,1050,ko01100
K01119,1051,ko01100
K00524,1049,ko01100
K09887,1048,ko01100
K01518,1047,ko01100
"NA",1039,ko01100
K19794,1040,ko01100
K19795,1038,ko01100
K01485,1037,ko01100
K00272,1020,ko01100
K01779,1021,ko01100
K13566,1022,ko01100
K22457,1023,ko01100
"NA",1018,ko01100
K13566,1019,ko01100
K20498,1017,ko01100
K18897,5875,ko01100
K18896,1016,ko01100
K01697,5901,ko01100
K15786,1015,ko01100
K10674,1008,ko01100
K13745,1007,ko01100
K00274,1004,ko01100
"NA",1005,ko01100
K16066,1006,ko01100
K00639,1003,ko01100
K15789,1002,ko01100
"NA",1001,ko01100
K00816,1000,ko01100
K22847,998,ko01100
K10150,999,ko01100
"NA",996,ko01100
"NA",994,ko01100
"NA",995,ko01100
K00016,993,ko01100
"NA",5900,ko01100
K05396,992,ko01100
K09758,991,ko01100
K17989,990,ko01100
"NA",989,ko01100
K14454,988,ko01100
K16845,987,ko01100
K16843,986,ko01100
K17950,976,ko01100
K01740,975,ko01100
K01505,974,ko01100
K01692,972,ko01100
"NA",973,ko01100
K18660,971,ko01100
K00822,970,ko01100
K00143,967,ko01100
K00143,968,ko01100
K14085,5945,ko01100
K01928,964,ko01100
K01929,965,ko01100
K16180,685,ko01100
K16181,961,ko01100
K16182,962,ko01100
"NA",963,ko01100
"NA",959,ko01100
K00824,960,ko01100
K01844,957,ko01100
K21672,958,ko01100
K09251,953,ko01100
K00137,954,ko01100
"NA",955,ko01100
"NA",956,ko01100
"NA",952,ko01100
K00468,947,ko01100
K01506,951,ko01100
K18854,948,ko01100
"NA",949,ko01100
"NA",943,ko01100
K00135,944,ko01100
K15737,945,ko01100
K14268,687,ko01100
K15736,946,ko01100
K15737,942,ko01100
K18014,941,ko01100
K18013,937,ko01100
K18012,938,ko01100
K01844,939,ko01100
K01843,936,ko01100
K03897,935,ko01100
K03896,932,ko01100
K03894,933,ko01100
K03895,934,ko01100
K01034,931,ko01100
"NA",929,ko01100
K01426,930,ko01100
"NA",928,ko01100
K01470,927,ko01100
K00294,926,ko01100
K13240,924,ko01100
K13240,925,ko01100
K14329,921,ko01100
K14329,922,ko01100
K14329,923,ko01100
K14329,71,ko01100
K21672,920,ko01100
"NA",919,ko01100
K01750,918,ko01100
K23121,915,ko01100
K21062,912,ko01100
K00273,913,ko01100
K12658,914,ko01100
K08660,911,ko01100
K00249,908,ko01100
"NA",909,ko01100
"NA",907,ko01100
K01259,906,ko01100
K17839,905,ko01100
K13746,904,ko01100
K13747,903,ko01100
K01437,902,ko01100
"NA",897,ko01100
"NA",898,ko01100
"NA",899,ko01100
K00128,900,ko01100
K11182,901,ko01100
K00546,894,ko01100
K00274,895,ko01100
K00129,896,ko01100
K20246,893,ko01100
K18912,6028,ko01100
K07008,6029,ko01100
K20247,6030,ko01100
"NA",6031,ko01100
K20246,886,ko01100
"NA",892,ko01100
"NA",891,ko01100
"NA",887,ko01100
K19787,890,ko01100
K05604,888,ko01100
K01618,885,ko01100
K23109,883,ko01100
K07253,884,ko01100
"NA",882,ko01100
K20758,881,ko01100
K00455,868,ko01100
K00151,869,ko01100
K02510,867,ko01100
K00274,870,ko01100
K00129,871,ko01100
K00483,872,ko01100
K01826,873,ko01100
K05921,874,ko01100
K05921,875,ko01100
K02509,876,ko01100
K02509,877,ko01100
K22327,866,ko01100
K00055,864,ko01100
"NA",865,ko01100
"NA",862,ko01100
"NA",863,ko01100
K00483,6061,ko01100
K22328,6065,ko01100
K01593,857,ko01100
K00274,858,ko01100
K21795,856,ko01100
K01426,855,ko01100
K01912,830,ko01100
K18361,853,ko01100
K18361,854,ko01100
K18355,852,ko01100
K02615,848,ko01100
K02618,849,ko01100
K02618,850,ko01100
K15866,851,ko01100
K02609,37,ko01100
K02615,847,ko01100
K00285,845,ko01100
"NA",751,ko01100
K18852,846,ko01100
K03825,750,ko01100
K23109,843,ko01100
K07253,844,ko01100
K05711,840,ko01100
K05713,841,ko01100
K05714,842,ko01100
K05712,657,ko01100
K10797,660,ko01100
"NA",831,ko01100
"NA",838,ko01100
K05708,832,ko01100
K05711,833,ko01100
K05713,834,ko01100
K05714,835,ko01100
"NA",836,ko01100
"NA",839,ko01100
K05712,837,ko01100
K00628,828,ko01100
K01451,829,ko01100
K16901,825,ko01100
K01556,823,ko01100
K01432,824,ko01100
K15067,822,ko01100
"NA",817,ko01100
K00463,6128,ko01100
K01432,6129,ko01100
K01593,6130,ko01100
K00274,6131,ko01100
K14265,6127,ko01100
"NA",813,ko01100
"NA",814,ko01100
K11812,6122,ko01100
"NA",815,ko01100
K11182,816,ko01100
K01501,811,ko01100
K11868,812,ko01100
K01426,6111,ko01100
K01721,810,ko01100
K00466,809,ko01100
K11818,803,ko01100
K11819,804,ko01100
K11820,805,ko01100
K11821,806,ko01100
K01237,807,ko01100
"NA",802,ko01100
K03781,799,ko01100
"NA",800,ko01100
K20219,801,ko01100
K00562,6121,ko01100
K23109,798,ko01100
"NA",797,ko01100
K11646,795,ko01100
K16305,794,ko01100
K16305,761,ko01100
K16306,759,ko01100
K09484,6152,ko01100
K09483,758,ko01100
K17748,754,ko01100
K17749,755,ko01100
K17750,756,ko01100
"NA",757,ko01100
K04518,752,ko01100
K23169,748,ko01100
K23170,749,ko01100
K09722,746,ko01100
K13366,744,ko01100
K00276,743,ko01100
K00128,742,ko01100
K14755,6163,ko01100
K14755,741,ko01100
K03852,740,ko01100
K19669,739,ko01100
K12901,738,ko01100
K00206,736,ko01100
K19670,737,ko01100
K18049,731,ko01100
K06164,732,ko01100
K06162,733,ko01100
K06163,734,ko01100
K06167,735,ko01100
K12902,729,ko01100
K12903,730,ko01100
K21195,727,ko01100
K21196,728,ko01100
K01042,718,ko01100
K01739,719,ko01100
K00816,720,ko01100
K00548,721,ko01100
K01758,722,ko01100
"NA",723,ko01100
"NA",724,ko01100
K01758,45,ko01100
K08247,717,ko01100
K01874,716,ko01100
K13027,662,ko01100
K12153,702,ko01100
K13027,703,ko01100
K13027,704,ko01100
K13029,705,ko01100
K08249,706,ko01100
K13030,707,ko01100
K12153,708,ko01100
K12153,709,ko01100
K00495,710,ko01100
K10566,711,ko01100
K00495,712,ko01100
K08248,713,ko01100
K22706,714,ko01100
K13031,715,ko01100
K13401,694,ko01100
K13401,695,ko01100
K13401,696,ko01100
K16265,697,ko01100
K14577,699,ko01100
K16266,700,ko01100
K01501,692,ko01100
"NA",693,ko01100
"NA",689,ko01100
K01501,691,ko01100
K10814,690,ko01100
K10675,688,ko01100
K18282,686,ko01100
K22210,681,ko01100
"NA",680,ko01100
K17898,678,ko01100
K21672,679,ko01100
"NA",677,ko01100
K03367,676,ko01100
K00383,675,ko01100
K00799,671,ko01100
K00681,672,ko01100
K11140,673,ko01100
K20838,674,ko01100
K03423,670,ko01100
K04283,666,ko01100
K11185,667,ko01100
"NA",668,ko01100
"NA",661,ko01100
"NA",658,ko01100
K05708,659,ko01100
K00830,654,ko01100
K00273,652,ko01100
K08691,650,ko01100
K01938,643,ko01100
K00297,645,ko01100
K14138,646,ko01100
K15023,648,ko01100
K16792,634,ko01100
K10977,632,ko01100
K10977,630,ko01100
K16792,6241,ko01100
K16792,6829,ko01100
K11529,629,ko01100
K08093,626,ko01100
K17100,622,ko01100
K00863,623,ko01100
K01623,624,ko01100
K10226,612,ko01100
K03621,611,ko01100
K08591,609,ko01100
K04628,607,ko01100
K01019,608,ko01100
K00764,568,ko01100
K09699,604,ko01100
K00382,601,ko01100
K02517,6741,ko01100
K09778,595,ko01100
K12977,596,ko01100
K03760,597,ko01100
K23159,598,ko01100
K09953,599,ko01100
K23082,593,ko01100
K19818,585,ko01100
K19890,586,ko01100
"NA",587,ko01100
K19185,588,ko01100
K19188,589,ko01100
K20155,578,ko01100
K19818,591,ko01100
K19826,592,ko01100
K20171,579,ko01100
K20170,580,ko01100
"NA",581,ko01100
K20170,582,ko01100
K20158,583,ko01100
K19700,584,ko01100
K15359,576,ko01100
K18029,572,ko01100
K14974,573,ko01100
K13995,575,ko01100
K18028,574,ko01100
K15357,571,ko01100
K22225,566,ko01100
K22226,567,ko01100
K22011,565,ko01100
K22012,562,ko01100
K21610,563,ko01100
K21612,564,ko01100
K02548,560,ko01100
K09833,558,ko01100
K12502,553,ko01100
K09834,554,ko01100
K05928,555,ko01100
K09834,556,ko01100
K05928,557,ko01100
K18689,548,ko01100
K18690,549,ko01100
K22813,550,ko01100
K06981,551,ko01100
K17942,552,ko01100
K09587,542,ko01100
K09588,543,ko01100
K09591,544,ko01100
K12637,545,ko01100
K09587,546,ko01100
K09587,547,ko01100
K15988,533,ko01100
K15989,534,ko01100
K15992,535,ko01100
K15991,536,ko01100
K15993,537,ko01100
K15994,538,ko01100
K15995,539,ko01100
K15996,540,ko01100
K10817,531,ko01100
K14366,526,ko01100
K14367,527,ko01100
K14368,528,ko01100
K14370,529,ko01100
K14369,530,ko01100
K14369,525,ko01100
K16008,519,ko01100
K16009,520,ko01100
K13320,521,ko01100
K16010,522,ko01100
K16000,511,ko01100
K16000,26,ko01100
K16004,513,ko01100
K16006,514,ko01100
K16004,515,ko01100
K16006,516,ko01100
K14371,495,ko01100
K14371,148,ko01100
K14372,497,ko01100
K14373,498,ko01100
K14374,499,ko01100
K14375,500,ko01100
K14375,501,ko01100
K14375,502,ko01100
K14375,503,ko01100
K14372,504,ko01100
K14373,505,ko01100
K14374,506,ko01100
K14375,507,ko01100
K14375,508,ko01100
K14375,509,ko01100
K14375,510,ko01100
K15314,476,ko01100
K20159,485,ko01100
K20156,486,ko01100
K21176,487,ko01100
K21177,488,ko01100
K21178,489,ko01100
K21179,490,ko01100
K21181,67,ko01100
K21182,482,ko01100
K16431,483,ko01100
K21184,484,ko01100
K21188,481,ko01100
K15320,475,ko01100
K21191,478,ko01100
K21192,479,ko01100
K20422,477,ko01100
K20420,6358,ko01100
K20421,6359,ko01100
K20423,6360,ko01100
K21222,466,ko01100
K21223,467,ko01100
K21224,468,ko01100
K21225,469,ko01100
K21227,462,ko01100
K21228,463,ko01100
K16431,464,ko01100
K21254,453,ko01100
K21255,6386,ko01100
K21256,6387,ko01100
K21257,6388,ko01100
K21258,6389,ko01100
K21259,454,ko01100
K21260,455,ko01100
K21261,456,ko01100
K21262,458,ko01100
K21263,459,ko01100
K21262,460,ko01100
K21263,461,ko01100
K05551,114,ko01100
K05551,115,ko01100
K05551,116,ko01100
K05551,438,ko01100
K12420,439,ko01100
K05554,440,ko01100
K05555,441,ko01100
K12420,442,ko01100
K14249,443,ko01100
K14250,444,ko01100
"NA",445,ko01100
K12420,446,ko01100
K15884,447,ko01100
K14250,448,ko01100
K15886,449,ko01100
K15885,450,ko01100
K14250,451,ko01100
K05556,433,ko01100
K05556,434,ko01100
K05556,435,ko01100
K14628,436,ko01100
"NA",422,ko01100
K14251,423,ko01100
K14253,424,ko01100
K14252,425,ko01100
K14254,426,ko01100
K14255,427,ko01100
K14256,428,ko01100
K21301,429,ko01100
K14256,430,ko01100
K21301,431,ko01100
K14252,432,ko01100
K14257,421,ko01100
K12420,417,ko01100
K15884,418,ko01100
K14250,419,ko01100
K15941,409,ko01100
K15942,410,ko01100
K15943,411,ko01100
K15944,412,ko01100
K15941,413,ko01100
K15942,414,ko01100
K15943,415,ko01100
K15944,416,ko01100
K15959,399,ko01100
K15960,400,ko01100
K15961,401,ko01100
K15960,402,ko01100
K15963,403,ko01100
K15964,404,ko01100
K15965,405,ko01100
K15966,406,ko01100
K15967,407,ko01100
"NA",390,ko01100
K15968,391,ko01100
K15969,392,ko01100
K15886,393,ko01100
K15971,394,ko01100
K15972,395,ko01100
K15970,396,ko01100
K15971,397,ko01100
K15972,398,ko01100
K19566,385,ko01100
K19567,386,ko01100
K19568,387,ko01100
K19569,388,ko01100
K19570,389,ko01100
K00973,380,ko01100
K01710,381,ko01100
K01790,382,ko01100
K00067,383,ko01100
K13312,378,ko01100
K13313,379,ko01100
K12710,377,ko01100
K17625,376,ko01100
K19853,373,ko01100
K19854,374,ko01100
K13307,375,ko01100
K13308,369,ko01100
K13309,370,ko01100
K13310,371,ko01100
K13311,372,ko01100
K16435,364,ko01100
K13315,365,ko01100
K13317,366,ko01100
K13316,367,ko01100
K13318,368,ko01100
K16438,361,ko01100
K19856,362,ko01100
K19857,363,ko01100
K16436,357,ko01100
K13326,358,ko01100
K16438,359,ko01100
K13322,360,ko01100
K13327,356,ko01100
K19858,354,ko01100
K13319,355,ko01100
K13328,351,ko01100
K13329,352,ko01100
K13330,353,ko01100
K19859,348,ko01100
K16436,349,ko01100
K13332,350,ko01100
"NA",343,ko01100
K04341,344,ko01100
"NA",345,ko01100
"NA",346,ko01100
K04342,347,ko01100
K12743,340,ko01100
K04128,337,ko01100
"NA",338,ko01100
K18062,339,ko01100
K18318,335,ko01100
K18317,333,ko01100
K18316,331,ko01100
K18315,332,ko01100
K16421,328,ko01100
K16422,329,ko01100
K16423,330,ko01100
K19102,325,ko01100
K19104,319,ko01100
K19105,320,ko01100
"NA",321,ko01100
K19104,322,ko01100
K19105,323,ko01100
K19106,324,ko01100
K12673,311,ko01100
K12674,312,ko01100
K12675,313,ko01100
K12676,314,ko01100
K12675,315,ko01100
K12675,316,ko01100
"NA",317,ko01100
K12677,318,ko01100
K19969,300,ko01100
K19979,301,ko01100
K19974,302,ko01100
K20424,303,ko01100
K20425,304,ko01100
K20426,305,ko01100
K20427,306,ko01100
K20430,307,ko01100
"NA",309,ko01100
"NA",310,ko01100
K20431,294,ko01100
K20432,295,ko01100
K20433,296,ko01100
K20434,297,ko01100
K20435,298,ko01100
K20437,299,ko01100
K20438,293,ko01100
K20436,291,ko01100
K18281,270,ko01100
K14132,283,ko01100
K17475,284,ko01100
K18280,285,ko01100
K17827,286,ko01100
K17826,287,ko01100
K14134,288,ko01100
K17825,289,ko01100
K18279,290,ko01100
K14266,269,ko01100
K19884,277,ko01100
K19885,278,ko01100
K19886,279,ko01100
K19888,280,ko01100
K19889,281,ko01100
K19981,274,ko01100
K14257,275,ko01100
K19982,276,ko01100
K20075,272,ko01100
K20076,263,ko01100
K20077,264,ko01100
K20079,265,ko01100
K20080,266,ko01100
K20081,267,ko01100
K20082,268,ko01100
K20087,259,ko01100
K20089,260,ko01100
K20090,261,ko01100
"NA",262,ko01100
K20261,249,ko01100
K06998,250,ko01100
K20260,251,ko01100
K20260,252,ko01100
"NA",253,ko01100
K20262,254,ko01100
"NA",255,ko01100
"NA",256,ko01100
K21103,257,ko01100
K20940,258,ko01100
K21780,237,ko01100
K21782,238,ko01100
K21783,239,ko01100
K21784,240,ko01100
K21785,241,ko01100
K21428,242,ko01100
K21778,243,ko01100
K21779,244,ko01100
K21787,245,ko01100
K21786,247,ko01100
K21791,232,ko01100
K21792,233,ko01100
K21793,234,ko01100
K21787,235,ko01100
K19724,230,ko01100
K19727,231,ko01100
K19725,228,ko01100
K19723,226,ko01100
K19546,218,ko01100
K19547,219,ko01100
"NA",220,ko01100
K19550,221,ko01100
K19549,222,ko01100
K19548,223,ko01100
K13037,224,ko01100
K19835,215,ko01100
K19834,216,ko01100
"NA",217,ko01100
K12250,203,ko01100
K15907,204,ko01100
"NA",205,ko01100
K18056,206,ko01100
K17747,207,ko01100
K18091,208,ko01100
K18057,209,ko01100
K17476,210,ko01100
K09460,194,ko01100
K02078,195,ko01100
K22799,196,ko01100
K22800,197,ko01100
K21272,198,ko01100
K21271,199,ko01100
K22801,200,ko01100
K22802,201,ko01100
K15760,191,ko01100
K00055,192,ko01100
K00141,190,ko01100
K10622,182,ko01100
K10621,183,ko01100
K10620,184,ko01100
K10619,185,ko01100
K10618,186,ko01100
K10617,187,ko01100
K10616,188,ko01100
K03268,177,ko01100
K16269,178,ko01100
K16269,6649,ko01100
K02368,6650,ko01100
K16249,181,ko01100
K16249,179,ko01100
K05599,175,ko01100
K10623,173,ko01100
K08689,168,ko01100
K08690,169,ko01100
K00462,170,ko01100
K10222,171,ko01100
K15756,166,ko01100
K04116,155,ko01100
K04117,156,ko01100
K07534,157,ko01100
K07535,158,ko01100
K07536,159,ko01100
K00448,161,ko01100
"NA",160,ko01100
K04118,162,ko01100
K16173,165,ko01100
K00632,163,ko01100
K01442,6759,ko01100
K01782,50,ko01100
K18242,154,ko01100
K18251,151,ko01100
K18255,152,ko01100
K18256,153,ko01100
K04100,141,ko01100
"NA",143,ko01100
K10219,144,ko01100
K10221,145,ko01100
K16514,146,ko01100
K10218,142,ko01100
K10220,140,ko01100
K13257,130,ko01100
K13258,131,ko01100
K13259,132,ko01100
K12701,120,ko01100
K00868,119,ko01100
K12702,121,ko01100
K12703,122,ko01100
"NA",123,ko01100
"NA",124,ko01100
K12709,125,ko01100
K12705,126,ko01100
K12711,127,ko01100
K12712,128,ko01100
K12713,129,ko01100
K16880,109,ko01100
"NA",110,ko01100
K16877,111,ko01100
K16876,112,ko01100
K16873,113,ko01100
K15316,94,ko01100
K17643,95,ko01100
K17644,96,ko01100
K17645,97,ko01100
K17652,98,ko01100
K17646,99,ko01100
K24440,100,ko01100
K24855,101,ko01100
K17648,102,ko01100
K17646,103,ko01100
K24856,104,ko01100
K17649,105,ko01100
K17650,106,ko01100
K17651,107,ko01100
"NA",108,ko01100
K12628,84,ko01100
K12629,85,ko01100
K12630,86,ko01100
K12632,88,ko01100
K12633,89,ko01100
K12633,90,ko01100
K12634,91,ko01100
K12635,92,ko01100
K12636,93,ko01100
K00660,81,ko01100
"NA",82,ko01100
K00475,83,ko01100
K13082,79,ko01100
K05277,80,ko01100
K08695,78,ko01100
K16437,72,ko01100
K16438,73,ko01100
K18836,74,ko01100
K16439,75,ko01100
K19872,65,ko01100
K00728,61,ko01100
"NA",58,ko01100
K18606,59,ko01100
K21425,60,ko01100
K20618,57,ko01100
K18660,38,ko01100
K01476,34,ko01100
K03383,29,ko01100
"NA",30,ko01100
K23359,31,ko01100
K00193,28,ko01100
K00059,23,ko01100
K22540,24,ko01100
K07512,25,ko01100
K23385,20,ko01100
K23385,19,ko01100
K21949,12,ko01100
K21721,13,ko01100
K23372,14,ko01100
K23373,15,ko01100
K23374,16,ko01100
K23375,17,ko01100
K23446,8,ko01100
K23447,9,ko01100
K18652,4,ko01100
K18653,5,ko01100
K18654,7,ko01100
K21105,2,ko01100
K21104,3,ko01100
K01186,6909,ko01100
K08246,6903,ko01100
K05917,6904,ko01100
K23558,6905,ko01100
"NA",6906,ko01100
K07750,6907,ko01100
K07748,6908,ko01100
K01634,6929,ko01100
K04718,6930,ko01100
K18804,6932,ko01100
K18804,6933,ko01100
K18804,6934,ko01100
"NA",6935,ko01100
K00474,6936,ko01100
"NA",6937,ko01100
K00128,6938,ko01100
K00471,6939,ko01100
K00473,6940,ko01100
K11703,6941,ko01100
"NA",6928,ko01100
K03801,6925,ko01100
K03644,6921,ko01100
K16869,6924,ko01100
K03801,6926,ko01100
K03644,6922,ko01100
K16869,6923,ko01100
K23750,6927,ko01100
K18821,6917,ko01100
K03800,6918,ko01100
K23763,6919,ko01100
K03800,6920,ko01100
K01230,6961,ko01100
K23990,6965,ko01100
K23975,6964,ko01100
K20981,7033,ko01100
K20984,7032,ko01100
K20985,7026,ko01100
K20980,7027,ko01100
K20980,7028,ko01100
K20980,7029,ko01100
K20983,7030,ko01100
K20503,7018,ko01100
K20508,7019,ko01100
"NA",7020,ko01100
K20502,7021,ko01100
"NA",7022,ko01100
K20501,7023,ko01100
"NA",7024,ko01100
K22458,7009,ko01100
K22458,7010,ko01100
"NA",7011,ko01100
K21371,7012,ko01100
K21354,7013,ko01100
K21354,7014,ko01100
K21371,7015,ko01100
K21371,7016,ko01100
K21354,7017,ko01100
K12631,7008,ko01100
K23646,7006,ko01100
K23647,7004,ko01100
K21477,7005,ko01100
K23665,6997,ko01100
K23666,7000,ko01100
K23667,7001,ko01100
K23668,7002,ko01100
"NA",7003,ko01100
"NA",6987,ko01100
K21568,6988,ko01100
K21568,6989,ko01100
K19650,6990,ko01100
K21207,6991,ko01100
K21203,6992,ko01100
K21205,6993,ko01100
K21204,6994,ko01100
K21202,6995,ko01100
"NA",6996,ko01100
K24000,6985,ko01100
K23999,6986,ko01100
K22598,6979,ko01100
K22598,6980,ko01100
K22598,6981,ko01100
"NA",6982,ko01100
K22269,6983,ko01100
K22269,6984,ko01100
K22113,6976,ko01100
K01957,6977,ko01100
K18287,6973,ko01100
K17835,6974,ko01100
K20204,6975,ko01100
K23669,6967,ko01100
K23670,6968,ko01100
K23671,6969,ko01100
K23672,6970,ko01100
K23673,6971,ko01100
"NA",6972,ko01100
K17839,7103,ko01100
K08242,7094,ko01100
K14424,7095,ko01100
K23558,7096,ko01100
"NA",7097,ko01100
K00227,7098,ko01100
K00213,7099,ko01100
K09828,7100,ko01100
K09832,7101,ko01100
"NA",7093,ko01100
K21722,7112,ko01100
K21724,7113,ko01100
K18686,7156,ko01100
K22997,7154,ko01100
K22998,7155,ko01100
K19180,7153,ko01100
K20679,7151,ko01100
K20680,7152,ko01100
K13306,7149,ko01100
K20678,7150,ko01100
K02805,7148,ko01100
K16704,7147,ko01100
K21379,7146,ko01100
K24251,7145,ko01100
K20681,7144,ko01100
K22252,7143,ko01100
K15856,7142,ko01100
K21131,7138,ko01100
K21130,7139,ko01100
K15894,7137,ko01100
K19068,7132,ko01100
K19068,7133,ko01100
K24258,7134,ko01100
K24259,7135,ko01100
K24252,7136,ko01100
K24256,7193,ko01100
K24280,7126,ko01100
K24281,7127,ko01100
K24282,7128,ko01100
K24283,7129,ko01100
K24284,7130,ko01100
K24285,7131,ko01100
K24303,7121,ko01100
K24304,7122,ko01100
K24305,7123,ko01100
K24306,7124,ko01100
K24307,7125,ko01100
K24312,7119,ko01100
K24310,7120,ko01100
K24326,7118,ko01100
K24327,7117,ko01100
K06215,7114,ko01100
K03793,7197,ko01100
K03793,7198,ko01100
K24442,7195,ko01100
K24443,7196,ko01100
K04122,7201,ko01100
K04122,7202,ko01100
K04123,7203,ko01100
K04123,7204,ko01100
K12917,7205,ko01100
K12917,7206,ko01100
K12918,7207,ko01100
K12918,7208,ko01100
